d--BOWLtOdsBjJ3gd6f6CQ,58510
I6Q3h_7eGc8bBB6dC4oTxg,44505
KOm_pDjzDbiDyWHiuoScbg,25662
qi3USuSvMFDwMDopug0bKg,25647
vLgSr80Yp5JGyWXB08Nqqw,22463
zyaFcNny9AyAVZP5gtJmkg,20824
JXVZ2Ep1Tu_Ca_gczX3pyw,18093
-YI-SIdW8bsQZU7UJ_24oQ,17642
ulVWeizapWXGL_jXH_kCmQ,14707
_DPx8IuTV83QyA2nWuynPg,9669
89Ueqy3_0xxDHpHf7MoSog,6722
_GkcMt14-GpfmV0yGWaA0w,5981
3TIfgs6C-INzz6G0pW7Z0w,5973
812tqA_KOjWx6qffZZ3ZKg,5971
c-qSJMhygRD8WGN9TA4mDA,5641
JvaV3J71yFl52WQV4pbQYg,5624
kEmX0EszIsArfY7lXFSpxg,5318
O-J3qSkwG-8cLpHcQrPe4Q,5078
c6gsVHPWi8_5JYXJ7UITDQ,5045
Bh9rrSVMEgWL8mofrbsKCA,4715
cxwW_YcV2bPnJB0l_bIAcA,4098
DXfb7ZQK_yz8CVRa7hGQCg,4012
10qX-tYFKzJ3ZBnSUSvp6A,3140
RouCzShU0c0LjSxnD1Ej1Q,3140
Q4P-NU_AfnCdSjbUkth0JQ,3101
AkUZpuL_2AuwD0kK3F5MGg,3082
9HdhgMRCbvHEs4K8NKXlCA,3072
emL-cfbJJTUO_IEXmyr7ZQ,2724
Gvst52dxqqmYnUn5ADjuxg,2681
e8y3rwf9HSGlAU1lKgRmtA,2552
YcV4UdQyCCx4Rr7zrIud_A,2467
INFlfMjQKKb30X4B0R_-AA,2420
nv6rLdzY3HSJEL4j_-fLJg,2282
68kWA1CVjN87o-j3LX5q5Q,2256
52svb3McGQv59nL9vvKocw,2218
MUySd_q0d1YytvFenSZFDg,2216
0ntIFuANzTj1mEeD_RxqRQ,2150
uNibIMHf1Sa26T4u9L0ROg,2134
Q_RJqZ6PF3pCA8iQ_YjIcg,1972
BOw0eDNGBo_Dyquq2gc1QQ,1967
Hy3ZcYFHIRU3GI2u6ZBYwA,1916
UaoojZhE2b3pNaIoF_EcZQ,1916
